1,0.021432686
1000,0.074758056
1999,0.102960731
2998,0.101383923
3997,0.089158181
4996,0.037821567
5995,0.04460487
6994,0.029481588
7993,0.026983371
8992,0.029354336
9991,0.031402916
10990,0.033346614
11989,0.036629747
12988,0.038629115
13987,0.041136462
14986,0.046974848
15985,0.047360491
16984,0.048668453
17983,0.05088088
18982,0.056210686
19981,0.05637585
20980,0.05955751
21979,0.061859989
22978,0.065149613
23977,0.066744262
24976,0.096396716
25975,0.075094816
26974,0.074888285
27973,0.078806883
28972,0.080156085
29971,0.08268368
30970,0.289112061
31969,0.088253996
32968,0.089727999
33967,0.092554785
34966,0.094563065
35965,0.098100634
36964,0.100929614
37963,0.103067544
38962,0.105391978
39961,0.108959631
40960,0.110550831
41959,0.112198832
42958,0.116943053
43957,0.119455631
44956,0.121753301
45955,0.123182782
46954,0.126040191
47953,0.129750718
48952,0.134548689
49951,0.134685374
50950,0.137252104
51949,0.138865556
52948,0.141577116
53947,0.146895281
54946,0.146732188
55945,0.149753321
56944,0.15237603
57943,0.154996938
58942,0.161048354
59941,0.160422351
60940,0.162806644
61939,0.165195853
62938,0.167728196
63937,0.169697242
64936,0.175377477
65935,0.175010071
66934,0.180663068
67933,0.180689691
68932,0.185264885
69931,0.185501999
70930,0.188415285
71929,0.190796926
72928,0.192384267
73927,0.198542385
74926,0.197129596
75925,0.200619923
76924,0.203361623
77923,0.204959372
78922,0.208608584
79921,0.209614053
80920,0.213958351
81919,0.215646271
82918,0.2187287
83917,0.221038923
84916,0.22325142
85915,0.233482489
86914,0.228890586
87913,0.231681158
88912,0.233899661
89911,0.236372816
90910,0.238863931
91909,0.242682415
92908,0.244141806
93907,0.244553347
94906,0.248839813
95905,0.252010283
96904,0.254171412
97903,0.26123282
98902,0.259218543
99901,0.262918919
100900,0.264291391
101899,0.26664951
102898,0.26766409
103897,0.270210442
104896,0.281267311
105895,0.275414774
106894,0.277406678
107893,0.28188377
108892,0.285580686
109891,0.287278
110890,0.28991406
111889,0.298698854
112888,0.295062175
113887,0.297271088
114886,0.299094839
115885,0.302823848
116884,0.305083054
117883,0.306141031
118882,0.308569233
119881,0.312647646
120880,0.316027821
121879,0.317220913
122878,0.319433041
123877,0.323150576
124876,0.32559667
125875,0.328598715
126874,0.33086808
127873,0.340826357
128872,0.334520199
129871,0.337776033
130870,0.340641219
131869,0.34575629
132868,0.345912016
133867,0.348768995
134866,0.351920392
135865,0.353572277
136864,0.356386511
137863,0.358931951
138862,0.361504182
139861,0.363327805
140860,0.371791572
141859,0.369256961
142858,0.370837149
143857,0.373549348
144856,0.375845601
145855,0.379294196
146854,0.382080551
147853,0.382907589
148852,0.386810315
149851,0.386807263
150850,0.3906453
151849,0.39438266
152848,0.395329309
153847,0.398544527
154846,0.410146834
155845,0.403878209
156844,0.412596333
157843,0.410266976
158842,0.411443848
159841,0.414808383
160840,0.418169727
161839,0.420289465
162838,0.42263803
163837,0.425424399
164836,0.427983824
165835,0.428754768
166834,0.43076074
167833,0.438077956
168832,0.436267113
169831,0.43933687
170830,0.4425931
171829,0.446559979
172828,0.447746261
173827,0.448046382
174826,0.452033013
175825,0.454131564
176824,0.459216838
177823,0.459897144
178822,0.462994083
179821,0.46613228
180820,0.467230264
181819,0.470281209
182818,0.475057381
183817,0.473397383
184816,0.478630321
185815,0.484874316
186814,0.482961026
187813,0.486767593
188812,0.489740776
189811,0.489775486
190810,0.493528501
191809,0.496817024
192808,0.501204524
193807,0.503872457
194806,0.503644451
195805,0.506177892
196804,0.508878357
197803,0.509831443
198802,0.512687819
199801,0.514882887
200800,0.528622732
201799,0.522368578
202798,0.530682715
203797,0.521592005
204796,0.529205366
205795,0.532858939
206794,0.535374998
207793,0.537310024
208792,0.542251216
209791,0.54009616
210790,0.543283202
211789,0.548040917
212788,0.551843419
213787,0.550667683
214786,0.555529664
215785,0.555593982
216784,0.559498572
217783,0.561419699
218782,0.574523029
219781,0.565085897
220780,0.570862459
221779,0.56962832
222778,0.578192293
223777,0.578310957
224776,0.581949119
225775,0.58266393
226774,0.585449029
227773,0.587473088
